773,,rs,in-p,INP,(in-s = is-g),,,,,,,,,,,
774,,o,in-p,,E.g. Obama is in-s the Democratic Party,,,,,,,,,,,
775,,rs,in-t ,,(in-t=during),,,,,,,,,,,
776,,o,in-t ,,E.g. I drank Coke in-t September means I did not drink coke at every point in time in September just part of the time.,,,,,,,,,,,
777,,,in-q,INQ,((bINQc) & (cIAd)) <> (bIAd),,,,,,,,,,,
778,,,in-q,,e.g. She is in-q a-r miserable condition iff she is-a miserable.,,,,,,,,,,,
779,,r,in-v,INV,((bINVc) <> ((bCAc) & (dHWb.e) & (eHWf) & (fIGg))) & (cb^fMOV) & (g=body-c),,,,,,,,,,,
780,,r,in-v,,e.g. The mind is in-v the body-c.,,,,,,,,,,,
781,,aa,indefinite,,(b=indefinite) & ((cIAb) <> ((cIAj) & ((kzzzc) > (k~IAj)) & ((eIGd) > ((fPg) & (;fPh))))) & (f b^ e=c) & (cIGd),,,,,,,,,,,
782,,aa,indefinite-a,,postponed,,,,,,,,,,,
783,,a,indeterminate,,(b=indeterminate) & (((pIAb) & ((p=q) ed^ (p=r))) <> ((qNz) & (rNy) & (xNw) & (pNv) & (wAFy) & (zAFw) & ((vAFw) ed^ (wAFv)))),,,,,,,,,,,
784,,o,indeterminate,,E.g. It is indeterminate whether this patch is gray or black.,,,,,,,,,,,
785,,a,indexical,,postponed,,,,,,,,,,,
786,,nk,individual,,(b=individual) & ((cIGb) <> (((dIGe) > (d~IGc)) & (cIAf) & ((d zzz c) <> (d~IAf)))) & (e=thing),,,,,,,,,,,
787,,as,individual-p,,(individual-p=particular),,,,,,,,,,,
788,,o,individual-p,,E.g. I saw an individual car drive by iff I saw a particular car drive by.,,,,,,,,,,,
789,,ns,individual essence,,(individual essence=essence-i),,,,,,,,,,,
790,,n,individual essence,,(individual essence = essence-i),,,,,,,,,,,
791,,n,individual-p,,(c=individual-p) & ((bIGc) <> ((bHWd.e) & (dSf) & (eTKg) & (bNh))) & (h=2),,,,,,,,,,,
792,,n,individual-p,,EXP: An individual-p is nothing more than one particle with one mind.,,,,,,,,,,,
793,,r,infer,INF,(infer=INF) & ((bINFc d) <> ((zb^;c && d) & (yb^zIAco^) & (bBy))),,,,,,,,,,,
794,,n,inference-c,,(c=inference) & ((bIGc) <> (dFLCb)) & (follows from=FLC),,,,,,,,,,,
795,,n,inference-n,,(c=inference) & ((bIGc) <> (dFLb)) & (follows from=FL),,,,,,,,,,,
796,,a,infinite,,(c=infinite) & (((bIAc) & (bPCPc)) <> ((zIGc) > (((yAFz) & (zAFx)) ed^ ((yAz) & (zAx)) ed^ ((yLFz) & (zLFx)) ed^ ((yABz) & (zABx)) ed^ ((yFRz) & (zFRx))))),,,,,,,,,,,
797,,a,infinite,,(c=infinite) & ((bIAc) <> ((zIGb) > ((yAFz) & (zAFx)) ed^ ((yAz) & (zAx)) ed^ ((yLFz) & (zLFx)) ed^ ((yABz) & (zABx)) ed^ ((yFRz) & (zFRx)))),,,,,,,,,,,
798,,rs,inside,,(inside = INE),,,,,,,,,,,
799,,o,instantiate,,E.g. Obama instantiates president iff Obama is-g a president.,,,,,,,,,,,
800,,ns,interval ,,(interval=period),,,,,,,,,,,
801,,r,intrinsic,,(c=intrinsic) & ((dHWb) ed^ (dHb)) > (bIAc),,,,,,,,,,,
802,,ra,is-e,EX,((bEX) <> (bIAc)) & (c=extant),,,,,,,,,,,
803,,ns,item-n,,(item-n=object-n),,,,,,,,,,,
804,,rs,judge,,(judge = believe),,,,,,,,,,,
805,,rs,judge,,EXP: sometimes 'judge' has a more narrow sense such as when we judge a person to have a certain property and usually it is a property of a certain type.,,,,,,,,,,,
806,,ns,kind,,(kind=type),,,,,,,,,,,
807,,ns,kind,,(kind-n = natural kind),,,,,,,,,,,
808,,ns,kind,,(kind = type),,,,,,,,,,,
809,,aa,large,,postponed,,,,,,,,,,,
810,,r,later than,LAT,(later than=LAT) & ((bLATc) <> (bAc)),,,,,,,,,,,
811,,r,left of-a,LEF,(left of-a=LEF) & ((bLEFc) <> ((bSz) & (zLFc))),,,,,,,,,,,
812,,r,left of-m,LFT,(left of-m=LFT) & ((bLFTc) <> ((bSz) & (cSy) & (zLFy))),,,,,,,,,,,
813,,a,legally contingent,,(b=legally contingent) & (d=authorities) & (punish=PNS) & ((pIAb SsTt) <> (((mn dDSv SsTt) ed^ (all dDSv SsTt)) & (vb^u~P_) & (uCRRp) & (xb^tPNSz) & ((z~CAp SsTt) > ((mn d~DSx SsTt) ed^ (all d~DSx SsTt))) & ((zCAp SsTt) > ((mn d~DSx SsTt) ed^ (all d~DSx SsTt))))),,,,,,,,,,,
814,,a,legally impossible,,(b=legally impossible) & (d=authorities) & (punish=PNS) & ((pIAb SsTt) <> (((mn dDSv SsTt) ed^ (all dDSv SsTt)) & (vb^u~P_) & (uCRRp) & (xb^tPNSz) & ((zCAp SsTt) > ((mn dDSx SsTt) ed^ (all dDSx SsTt))) & ((z~CAp SsTt) > ((mn d~DSx SsTt) ed^ (all d~DSx SsTt))))),,,,,,,,,,,
815,,a,legally necessary,,(b=legally necessary) & (d=authorities) & (punish=PNS) & ((pIAb SsTt) <> (((mn dDSv SsTt) ed^ (all dDSv SsTt)) & (vb^u~P_) & (uCRRp) & (xb^tPNSz) & ((z~CAp SsTt) > ((mn d~DSx SsTt) ed^ (all d~DSx SsTt))) & ((zCAp SsTt) > ((mn dDSx SsTt) ed^ (all dDSx SsTt))))),,,,,,,,,,,
816,,r,lesser than,LSS,(lesser than=LSS) & ((bLSSc) <> (cAFb)),,,,,,,,,,,
817,,r,lie,LI,(lies about=LI) & ((bLIp-c) <> ((bSTTp-c) & (b~Bp) & (zb^cBp) & (bDSz))),,,,,,,,,,,
818,,ra,live,LV,postponed,,,,,,,,,,,
819,,ra,lives,LV,postponed,,,,,,,,,,,
820,,na,logic,,postponed,,,,,,,,,,,
821,,a,logically contingent,,(b=logically contingent) & ((pIAb) <> ((pIAta^) & (;pIAta^))),,,,,,,,,,,
822,,a,logically impossible,,(b=logically impossible) & ((pIAb) <> ((;pPc) & ((dIGe) > (p~Pd)))) & (e=possible world),,,,,,,,,,,
823,,a,logically necessary,,(b=logically necessary) & ((pIAb) <> ((pIAta^) & (;p~IAta^))),,,,,,,,,,,
824,,a,logically possible,,(b=logically possible) & (c=logically necessary) & (d=logically contingent) & ((pIAb) <> ((pIAc) ed^ (pIAd))),,,,,,,,,,,
825,,as,logically true,,(logically true'=logically necessary),,,,,,,,,,,
826,,n,lower class,,(d=lower) & (c=class) & (f=natural essence) & (((bIGc) & (bIAd) & (eIGb)) <> (((zIGe) <> (zHy)) & (yIGf) & (((xIGe) & (_~IGx)) > (xSw)))),,,,,,,,,,,
827,,rs,make,MK,(make = cause),,,,,,,,,,,
828,,r,make sense,MK,(make=MK) & (c=sense-a) & (d=grammatical) & ((bMKc) <> ((bIAd) & (bIAta^))),,,,,,,,,,,
829,,a,many,,(z=many) & (y=2) & ((bIAz) <> ((bNy) ed^ ((bNc) & (cAFy)))),,,,,,,,,,,
830,,a,many-a,,(c=many-a) & (((bIAc) & (eIAf)) <> ((bNd) & (eNg) & (dAFg))) & (f=few-a),,,,,,,,,,,
831,,n,material part,,(c=material part) & (e=sentient being) & (((bIGc) & (bOFd)) <> ((bSz) & (dHWb) & (dIGe))),,,,,,,,,,,
832,,n,material whole,,(c=material whole) & (e=material part) & (((bIGc) & (bOFd)) <> ((dIGe) & (bHWd))),,,,,,,,,,,
833,,r,materialize,MTL,(materialize=MTL) & (bMTL Tc) <> ((b~EXN Td) & (bEXN Tc) & (cAd)),,,,,,,,,,,
834,,r,means-r,,((bMNc BYd TOe Tg) <> ((bCAd Tg) & (bDSf))) & (fb^(eEXPd Tg) > ((eBc Th) & (hSUTg))),,,,,,,,,,,
835,,r,means-r,,"e.g. The policeman means 'you should stop' by waving his hand to you at time g iff the policeman causes 'waving his hand' and he desires that if you experience 'waving his hand at moment g, then you will believe 'you should stop' at moment h and moment h succeeds g.",,,,,,,,,,,
836,,as,meaningful,,(meaningful=significant),,,,,,,,,,,
837,,a,mental,,(c=mental) & ((bIAc) <> (bTKd)),,,,,,,,,,,
838,,aa,mental-a,,(c=mental) & ((bIAc) <> ((eTKb) ed^ (bTKd))),,,,,,,,,,,
839,,a,mental-b,,(c=mental) & ((bIAc) <> (dTKb)),,,,,,,,,,,
840,,ns,moment-e,,(moment-e=event),,,,,,,,,,,
841,,o,moment-e,,E.g. Eddington's confirmation of Einsteins theory was the greatest moment-e of his life.,,,,,,,,,,,
842,,n,moment-f (first),,(z=moment) & (((bIGz) & (bIAf)) <> ((cTb) & (dAb))) & (f=first),,,,,,,,,,,
843,,n,moment-l (last),,(z=moment) & (((bIGz) & (bIAf)) <> ((cTb) & (bAd))) & (f=last),,,,,,,,,,,
844,,a,morally contingent,,(b=morally contingent) & (c=painful) & (f=acceptable) & ((pIAb e) <> ((zCRRp) & ((yIAc) ed^ (y~IAc)) & (vb^yAFx) & (vIAd) & (zCAUy) & (ub^vIAf) & (tb^xAF;y) & (sb^tIAf) & ((;y~IAc) ed^ (;yIAc)) & (eBu) & (eBs))),,,,,,,,,,,
845,,a,morally impossible,,(b=morally impossible) & (c=painful) & (d=unacceptable) & (f=acceptable) & ((pIAb e) <> ((zCRRp) & (yIAc) & (vb^yAFx) & (vIAd e) & (zCAUy) & (ub^(vIAd e)) & (tb^xAF;y) & (sb^tIAf e) & ((;y~IAc) ed^ (;yIAc)) & (eBu) & (eBs))),,,,,,,,,,,
846,,a,morally necessary,,(b=morally necessary) & (c=painful) & (d=unacceptable) & (f=acceptable) & ((pIAb e) <> ((zCRRp) & ((yIAc) ed^ (y~IAc)) & (vb^yAFx) & (vIAd) & (zCAUy) & (ub^vIAf) & (tb^xAF;y) & (sb^tIAd) & (;yIAc) & (eBu) & (eBs))),,,,,,,,,,,
847,,d,more,,(more...than) & ((bR mor c thn d Uf) <> ((cNz Uf) & (dNy Uf) & (zAFy) & (bRc Uf) & (bRd Uf))),,,,,,,,,,,
848,,aa,mortal,,postponed,,,,,,,,,,,
849,,r,move,MV,(bMV FRM c Td TOe Tf) <> ((gINc Td) & (hINe Tf)) & (bHWTg.h Dk),,,,,,,,,,,
850,,ra,move,MOV,(move=MOV) & (e=person) & ((bMOVc d) <> ((zSc Ty) & (xSd Tw) & (wAy) & (zIGb) & (xIGb) & (bIGe))),,,,,,,,,,,
851,,o,move,,EXP: what this means is that you move iff you have two temporal parts and one of them is at one location at one point in time and another of them is at another location at another point in time.,,,,,,,,,,,
852,,r,move-p,MV,(move-p=MV) & (c=person) & ((bMV) <> ((zSy Tx) & (wSv Tu) & (uAx) & (zIGb) & (wIGb) & (bIGc))),,,,,,,,,,,
853,,na,murder,,postponed,,,,,,,,,,,
854,,e,must-w,,(states=STT) & (c=absolutely true') & (((p must-w) & (bSTTp)) <> ((bDSz) & (zb^pIAc))),,,,,,,,,,,
855,,o,must-w,,E.g. I must win this game.  (must-w expresses a wish),,,,,,,,,,,
856,,n,narrow reality,,(d=reality) & ((b=narrow reality) <> ((zId) > (zIGb))),,,,,,,,,,,
857,,a,natural-s (statement),,(b=natural-s) & ((cIAb) <> ((cHWd) & (dIAe) & (dIGf) & (jIGh) & (jIAg.k))) & (e=natural) & (f=subject) & (g=active) & (h=relation) & (k=non_spatio_temporal),,,,,,,,,,,
858,,ns,natural essence,,(natural essence = essence-n),,,,,,,,,,,
859,,na,natural kind ,,(c=natural kind) & ((bIGc) <> ((dIGb) & (dIAe))) & (e=material),,,,,,,,,,,
860,,n,natural number,,(c=natural number) & ((bIGc) <> ((zNb) & ((b=0) ed^ (bAF0)))),,,,,,,,,,,
861,,aa,necessary,,(necessary = logically necessary),,,,,,,,,,,
862,,r,necessary physical condition,NC,(necessary physical condition=NC) & (g=possible worlds) & (h=reality) & (((bScTd) & (eScTf) & (pNCq GVr)) <> ((pb^eSc) & (qb^bSc) & (fSUTz) & (zSUTd)  & (((rIh) & (pTd)) > ((qPy Tz) & (;qPx Tz))) & (((rIh) & (p~Td)) > (q~P_ Tz)) & (pP mn g))),,,,,,,,,,,
863,,r,negation of,NEG,(is the negation of=NEG) & (b=contradictory) & ((pNEGq) <> ((rb^p && q) & (rIAb))),,,,,,,,,,,
864,,e,never,,(never=nv) & ((p nv) <> (p~T_)),,,,,,,,,,,
865,,ra,next to,NXT,next to: postponed,,,,,,,,,,,
866,,ns,non actual relationship,,(non actual relationship=possible relationship),,,,,,,,,,,
867,,n,non_relationship,,(c=non_relationship) & ((bIGc) <> (((dIGe) > (b~HWd)) & ((fIGg) > (b~HWf)))) & (g=relation) & (e=relatum),,,,,,,,,,,
868,,n,non_whole,,(c=non_whole) & ((bIGc) <> ((dIGe) > (b~HWd))) & (e=thing),,,,,,,,,,,
869,,r,noun counterpart of,NCP,(is the noun counterpart of=NCP) & (is the adjective counterpart of=ACP) & ((bNCPc) <> (cACP)),,,,,,,,,,,
870,,ns,number-n,,(number-n=natural number),,,,,,,,,,,
871,,n,object,,(c=object) & (d=relation) & (e=noun) & ((bIGc) <> ((zIGd) & (bIGe) & (bAWz))),,,,,,,,,,,
872,,o,object,,"EXP: Of course, identifying the subject is much more difficult than simply being the first noun before the relation but currently we are only working with very simple sentences and this definition works for now, but of course will have to be revised when ",,,,,,,,,,,
873,,n,object-n,,(c=object-n) & (d=relation) & (e=thing) & ((bIGc) <> ((bIGe) & (b~IGd))),,,,,,,,,,,
874,,a,objective,,(b=objective) & (c=reality) & ((pIAb) <> ((pPz) ed^ (pIc))),,,,,,,,,,,
875,,as,obligatory,,(obligatory=morally necessary),,,,,,,,,,,
876,,as,obligatory-l,,(obligatory-l=legally necessary),,,,,,,,,,,
877,,r,occur,OC,(occur=OC) & ((pOC) <> ((p~Id Tb) & (pId Tc) & (cAb))) & (d=reality),,,,,,,,,,,
878,,o,occur,,EXP: p does not exist in reality at time 1 and p does exist in reality at time 2.,,,,,,,,,,,
879,,ra,of-n,OFN,(((bOFNc) & (bIGd) & (cIGe)) <> ((fHWb.c) & (fIGg))) & (g=root) & (d=noun) & (e=adjective),,,,,,,,,,,
880,,ra,of-n,OFN,E.g. 'Redness' is the-r noun_form of-n the-r adjective_form 'red',,,,,,,,,,,
881,,ra,of-p,OFP,(((bOFPc) & (bIGd) & (cIGe)) <> ((fHWb.c) & (fIGg))) & (g=root) & (d=plural form) & (e=singular form),,,,,,,,,,,
882,,ra,of-v,OFV,(((bOFPc) & (bIGd) & (cIGe)) <> ((fHWb.c) & (fIGg))) & (g=root) & (d=verb form) & (e=noun form),,,,,,,,,,,
883,,ra,of-v,,E.g. 'Running' is the noun form of-v 'runs',,,,,,,,,,,
884,,ra,of,OF,postponed,,,,,,,,,,,
885,,r,of-a,OFA,(of-a=OFA) & (((bOFAc) & (dACPc)) <> (bIAd)),,,,,,,,,,,
886,,o,of-a,,E.g. She's a woman of-a courage and courageous is the adjective\counterpart of courage iff shes courageous.,,,,,,,,,,,
887,,rs,of-c,OFC,(OFC = FLC),,,,,,,,,,,
888,,rs,of-c,,E.g. 'being a mortal' is-g a consequence-c of-c 'being human',,,,,,,,,,,
889,,r,of-c-p,OFCP,(bOFCPc) <> (cHCPb),,,,,,,,,,,
890,,r,of-c-p,,E.g. Women were an important part-c of the reform movement,,,,,,,,,,,
891,,r,of-f-a,OFFA,((bOFFAc) <> (bIc)) & (bIGd) & (d=part-f),,,,,,,,,,,
892,,r,of-f-a,,E.g. The fact 'there are-e dogs' is-g a-r part-f of-f-a reality.,,,,,,,,,,,
893,,r,of-f-m,OFFM,((bOFFMc) <> (bIGc)) & ((bOFFMc) > ((bIGd) & (cIGe))) & (d=familial part-a) & (e=concept),,,,,,,,,,,
894,,,of-f-m,,E.g. This tiger is part of-f-m the species 'tiger'.,,,,,,,,,,,
895,,g,of-g,OFG,(of-g=OFG) & ((cOFGb) <> ((bHc) ed^ (bOWNc) ed^ (bHWc))),,,,,,,,,,,
896,,o,of-g,,E.g. A part of-g me wants to go home.,,,,,,,,,,,
897,,r,of-i,OFI,(bOFIc) <> (cHGCb),,,,,,,,,,,
898,,o,of-i,,E.g. A group b of-i tigers is over there iff a tiger belongs to b and it is over there.,,,,,,,,,,,
899,,r,of-i-m,OFIM,((bOFIMc) <> (cHIMb)),,,,,,,,,,,
900,,r,of-i-m,,E.g. The belief 'Hamlet is-e here' is-g a-r part-i of-i-m my imagination.,,,,,,,,,,,
901,,r,of-m,OFM,(of-m=OFM) & (d=person) & ((bOFMc) <> ((bSz) & (cHWb) & (cIGd))),,,,,,,,,,,
902,,o,of-m,,E.g. This body of-m mine hurts.,,,,,,,,,,,
903,,r,of-p-w,OFPW,((bOFPWc) <> (bPc)) & (bIGd) & (d=part-w),,,,,,,,,,,
904,,r,of-p-w,,E.g. 'men land on Mars in-d 2050' is-g a-r part-w of-p-w some possible world.,,,,,,,,,,,
905,,r,of-r,OFQ,(of-r=OFR) & (verbal counterpart=VCP) & (((R VCP b) & (The b OFR d)) <> (d R)),,,,,,,,,,,
906,,o,of-r,,E.g. ((EX VCP existence) & (The existence OFP water)) <> (water EX),,,,,,,,,,,
907,,o,of-r,,E.g. Exists is the verbal counterpart of existence and the existence of-p water iff water exists.,,,,,,,,,,,
908,,r,of-s,OFS,(of-s=OFS) & ((bOFSc) <> (cHGb)),,,,,,,,,,,
909,,o,of-s,,E.g. 2 members of-s a group is equivalent to this group has-g 2 members.,,,,,,,,,,,
910,,r,of-s-p,OFSP,(bOFSPc) <> (cHSPb),,,,,,,,,,,
911,,,of-s-p,,"e.g. This circle is part of-s-p this larger circle, since the former is in the latter",,,,,,,,,,,
912,,aa,omnipotent,,postponed,,,,,,,,,,,
913,,r,on,ON,(on=ON) & ((bONc) <> ((bABc) & (bNXTc))),,,,,,,,,,,
914,,o,on,,E.g. I have hair on the top of-s my head.,,,,,,,,,,,
915,,ns,one-p,,(one-p = person),,,,,,,,,,,
916,,a,open-r,,(b=open-r) & ((pIAb) <> ((pPc) & (;pPd) & (p~Ie) & (;p~Ie))) & (e=reality-t),,,,,,,,,,,
917,,,open-r,,e.g. It is open-r whether there is a sea_battle tomorrow.,,,,,,,,,,,
918,,r,opposite to,OPP,(opposite to=OPP) & ((bOPPc) <> ((dFRAb) & (dFRAc))) & (dIGf) & (bIGg) & (cIGg) & (f=point) & (g=natural whole),,,,,,,,,,,
919,,r,outside of,OT,(outside of=OT) & ((bOTc) <> ((b~INc) & (bSz))),,,,,,,,,,,
920,,ra,own,OWN,postponed,,,,,,,,,,,
921,,r,own-i,OWI,(own-i=OWI) & ((bOWIc) > (cAIz)),,,,,,,,,,,
922,,o,own-i,,E.g. Disney owns-i Mickey Mouse.  Here what Disney owns is something which exists in imaginary space.,,,,,,,,,,,
923,,ra,owns,OWN,postponed,,,,,,,,,,,
924,,n,pain,,(c=pain) & (((bIGc) & (bTOd)) <> ((zb^bSSy) & (dHWb) & (d~DSz))),,,,,,,,,,,
925,,ns,part-d,,(part-d=property part),,,,,,,,,,,
926,,n,part-c,,(c=part-c) & ((bIGc) <> ((dHWb) <> (dCSEe))),,,,,,,,,,,
927,,n,part-c,,E.g. Women were an important part-c of-c-p the reform movement.  What this means is that several things caused the reform which form a real group and the actions of women were a member of that group.,,,,,,,,,,,
928,,ns,part-f,,(part-f=familial part),,,,,,,,,,,
929,,n,part-s,,(c=part-s) & ((bIGc) <> (bINd)),,,,,,,,,,,
930,,ns,part-s,,(part-s=physical spatial part),,,,,,,,,,,
931,,,part-s,,"e.g. This circle is part of-s-p this larger circle, since the former is in the latter",,,,,,,,,,,
932,,a,partially material-a (property),,(b=partially material-a) & ((cIAb) <> ((dHWf) & (fIGg) & (dIAc) & (dHWh) & (hIGk))) & ((cIGb) > (cIGe)) & (e=property) & (g=body-c) & (k=mind),,,,,,,,,,,
933,,a,partially material-a (property),,"E.g. Because instances of the concept 'doglike' have both a mind and a body, 'doglike' is a partially material concept.",,,,,,,,,,,
934,,,partially material-b (concept),,(b=partially material-a) & ((cIAb) <> ((dHWf) & (fIGg) & (dIGc) & (dHWh) & (hIGk))) & (g=body-c) & (k=mind),,,,,,,,,,,
935,,ns,partially spiritual,,(partially spiritual = partially material-b),,,,,,,,,,,
936,,r,participate,PRTC,(bPRTCc) <> ((dCAUSc) <> (dHWb)),,,,,,,,,,,
937,,na,party,,postponed,,,,,,,,,,,
938,,a,past,,(c=past) & (d=now) & ((bIAc) <> (dAb)),,,,,,,,,,,
939,,ns,past-e,,(past-e=entire past),,,,,,,,,,,
940,,n,period-d (discontiguous),,(c=period-d) & ((bIGc) <> ((bHWd) > (dIGe))) & (e=moment),,,,,,,,,,,
941,,n,period-d (discontiguous),,e.g. Humans probably never use this expression but it is consistent to say that Richard Burton was married to Elizabeth during a period and the period was separated by a period in which they were not married.,,,,,,,,,,,
942,,n,period (contiguous),,(c=period) & ((bIGc) <> (((kAf) & (hAk)) <> (bHWk))),,,,,,,,,,,
943,,as,permitted,,(permitted = morally contingent),,,,,,,,,,,
944,,as,permitted-l,,(permitted-l=legally contingent),,,,,,,,,,,
945,,n,person,,(c=person) & (d=personhood) & ((bIGc) <> (bHd)),,,,,,,,,,,
946,,n,personhood,,(c=personhood) & ((bHc) > ((bIGd) & (zTKw) & (zDSx) & (bHWz) & (bHWy) & (yIGe))) & (d=person) & (e=body-c),,,,,,,,,,,
947,,n,phenomenon,,(c=phenomenon) & (d=event) & ((bIGc) <> ((bIGd) & (zIGb))),,,,,,,,,,,
948,,ns,phenomenon-e,,(phenomenon-e=event),,,,,,,,,,,
949,,o,phenomenon-e,,EXP: Phenomenon also has a wider usage which may even be synonymous with 'thing' which we are ignoring for the moment.,,,,,,,,,,,
950,,n,phenomenon,,(phenomenon = thing),,,,,,,,,,,
951,,n,phenomenon,,e.g. The laws of physics govern biological phenomena.,,,,,,,,,,,
952,,ra,phrase,,postponed,,,,,,,,,,,
953,,a,physical-s,,(c=physical-s) & ((bIAc) <> (((dHe) & (eIGg) & (dSf)) > (bHWf))) & (g=energy),,,,,,,,,,,
954,,a,physical-s,,"e.g. space is physical iff if d is a particle with energy existing at point f, then point f is in physical space",,,,,,,,,,,
955,,r,physical contingent condition,CC,(contingent physical condition=CC) & (given=GV) & (e=reality) & (f=possible worlds) & (((bScTd) & (eScTf) & (pCCq GVr)) <> ((pb^eSc) & (qb^bSc) & (fSUTz) & (zSUTd) & (((rIe) & (pTd)) > ((qPy Tz) & (;qP x Tz))) & (((rIe) & (p~Td)) > ((qPw Tz) & (;qPv Tz))) & (pP mn f) & (wNr) & (vNq) & (yNs) & (xNt) & (rAFq) & (tAFs))),,,,,,,,,,,
956,,n,physical law,,(c=physical law) & (d=situation) & ((bIGc) <> ((bP_) & (bIGd))),,,,,,,,,,,
957,,n,physical relationship,,(z=physical relationship) & (y=subject) & (x=relationship) & ((bIGz) <> ((bHVc) & (bIGx) & (cIGy) & (eHc) & (eSf))),,,,,,,,,,,
958,,n,physical spatial part,,(c=physical spatial part) & (((bIGc) & (bOFd)) <> ((bSz) & (dSy) & (zINy))),,,,,,,,,,,
959,,o,physical spatial part,,E.g. The White House is part of Washington DC.,,,,,,,,,,,
960,,n,physical spatial whole,,(c=physical spatial whole) & (((bIGc) & (bOFd)) <> ((bSz) & (dSy) & (yINz))),,,,,,,,,,,
961,,n,physical temporal part,,(c=physical temporal part) & (((bIGc) & (bOFd)) <> ((bTz) & (dTy) & (zDURy))),,,,,,,,,,,
962,,o,physical temporal part,,E.g. The Battle of the Somme was a temporal part of WWI.,,,,,,,,,,,
963,,n,physical temporal whole,,(c=physical temporal whole) & (((bIGc) & (bOFd)) <> ((bTz) & (dTy) & (yDURz))),,,,,,,,,,,
964,,a,physically contingent,,(b=physically contingent) & (c=relata) & (d=reality) & (((pSeTf) >> (qIAb Tg)) <> (((pSeTf) > ((qPx Tg) & (q~Pw Tg))) & (ySUTg) &  (gSUTf))),,,,,,,,,,,
965,,a,physically impossible,,(b=physically impossible) & (c=relata) & (d=reality) & (((pSeTf) >> (qIAb Tg)) <> (((pSeTf) > ((q~P_ Tg) & (;qP_ Tg))) & (zCRRq) & (z~Id Ty) & (ySUTg) & (gSUTf))),,,,,,,,,,,
966,,a,physically necessary,,(b=physically necessary) & (c=relata) & (d=reality) & (succeed-t=SUT) & (correspond=CRR) & (((pSeTf) >> (qIAb Tg)) <> (((pSeTf) > ((qP_ Tg) & (;q~P_ Tg) & (zId Ty))) & (zCRRq) & (ySUTg) & (gSUTf))),,,,,,,,,,,
967,,a,physically possible,,(b=physically possible) & (c=physically necessary) & (d=physically contingent) & ((pIAb) <> ((pIAc) ed^ (pIAd))),,,,,,,,,,,
968,,ns,place,,(place=region),,,,,,,,,,,
969,,n,plan,,(c=plan) & ((bIGc) <> ((bDSz) & (bBy))) & (zb^bCAUc) & (yb^zPx),,,,,,,,,,,
970,,n,pleasure,,(c=pleasure) & (((bIGc) & (bTOd)) <> ((zb^bSSy) & (dHWb) & (bDSd))),,,,,,,,,,,
971,,r,plural counterpart,PCP,(plural counterpart=PCP) & (d=plural) & (e=singular) & (f=root word) & (((bIGd) & (bOFc)) <> ((cIGe) & (bIGz) & (cIGz) & (zIGf) & (mny bEXV)) <> (bPCPc)),,,,,,,,,,,
972,,n,plural counterpart of,,(e=plural counterpart) & ((bPCPc) <> ((bIGe) & (bOFc))),,,,,,,,,,,
973,,n,point-s,,(c=point-s) & (((bIGc)) > ((dLFb) & (bLFe) & (((zLFd) & (eLFz)) > (z=b)))),,,,,,,,,,,
974,,a,positively infinite-g,,(c=positively infinite-g) & (((bIAc) & (bPCPd)) <> (((zIGd) & (zNy)) > ((xIGd) & (xNw) & (wAFy)))),,,,,,,,,,,
975,,a,potentially-o vague (of a physical object),,(b=potentially-o) & ((cIAb) <> (cIAd)) & (d=natural-o),,,,,,,,,,,
976,,a,potentially-p vague (of a property),,(b=potentially-p) & (((cIAb) & (dIAc)) <> (dIAe)) & (e=natural-o),,,,,,,,,,,
977,,a,potentially-r vague (of a relation),,(b=potentially-r) & (((R IAb) & (cRd)) <> ((cIAe) & (dIAe))) & (e=natural-o),,,,,,,,,,,
978,,a,potentially-v vague (of a statement),,(b=potentially-v) & ((cIAb) <> (cIAd)) & (d=natural-s),,,,,,,,,,,
979,,as,precise,,(precise = certain),,,,,,,,,,,
980,,a,predicable,,(c=predicable) & ((bIAc) & (bOFd)) <> (fIAg)) & (b=Re) & (fb^dRe) & (g=consistent),,,,,,,,,,,
981,,a,predicable,,e.g. 'is white' is predicable of a car iff it is consistent that a car is white,,,,,,,,,,,
982,,n,predicate,,(c=predicate) & ((bIGc) <> ((cHWd.e) & (dIGf) & (eIGg))) & (f=relation) & (g=object),,,,,,,,,,,
983,,r,predicates,,((bPRCc) <> (cRd)) & (b=Rd),,,,,,,,,,,
984,,r,predicates,,e.g. 'is an actress' predicates Barbara Stanwyck,,,,,,,,,,,
985,,n,premise,,(c=premise) & (((bIGc) & (bFORd)) <> (((eIGf) > (enf^b)) & (gHWb) & (gi^d))),,,,,,,,,,,
986,,a,present-a,,(c=present-a) & (d=present) & ((cACPd)),,,,,,,,,,,
987,,r,prevent,PRV,(prevent=PRV) & ((bPRVc) <> ((xCRRc) & ((bSzTy) > (x~P_ Tw)) & (wSUTy))),,,,,,,,,,,
988,,n,probability,,(c=probability) & (g=ratio) & (h=possible worlds) & (f=reality) & (given=GV) & (((bIGc) & (bOFd GVe)) <> ((eIf) > ((dPb h) & (bIGg)))),,,,,,,,,,,
989,,a,probable,,(c=probable) & ((bIAc) <> (eIAf)) & ((eHWd) <> (bPd)) & (bPd) & (f=many-e),,,,,,,,,,,
990,,n,probable,,(c=probable) & ((pIGc) <> (pPz)),,,,,,,,,,,
